frame,time_s,teacher_boxes,student_boxes,count_gap,disagreement
Incredible_traffic_Sound_in__0019276,643.2,23,17,6,0.2609
Incredible_traffic_Sound_in__0021976,733.3,23,17,6,0.2609
Incredible_traffic_Sound_in__0022081,736.8,23,17,6,0.2609
Incredible_traffic_Sound_in__0024991,833.9,23,17,6,0.2609
Incredible_traffic_Sound_in__0025291,843.9,23,17,6,0.2609
Incredible_traffic_Sound_in__0031516,1051.6,23,17,6,0.2609
Incredible_traffic_Sound_in__0003091,103.1,27,20,7,0.2593
Incredible_traffic_Sound_in__0008116,270.8,27,20,7,0.2593
Incredible_traffic_Sound_in__0000766,25.6,20,15,5,0.25
Incredible_traffic_Sound_in__0000871,29.1,16,12,4,0.25
Incredible_traffic_Sound_in__0001141,38.1,12,9,3,0.25
Incredible_traffic_Sound_in__0002191,73.1,16,12,4,0.25
Incredible_traffic_Sound_in__0002221,74.1,16,12,4,0.25
Incredible_traffic_Sound_in__0002491,83.1,16,12,4,0.25
Incredible_traffic_Sound_in__0003016,100.6,32,24,8,0.25
Incredible_traffic_Sound_in__0003376,112.6,16,12,4,0.25
Incredible_traffic_Sound_in__0004021,134.2,9,12,3,0.25
Incredible_traffic_Sound_in__0004111,137.2,16,12,4,0.25
Incredible_traffic_Sound_in__0004336,144.7,16,12,4,0.25
Incredible_traffic_Sound_in__0004441,148.2,12,9,3,0.25
Incredible_traffic_Sound_in__0004681,156.2,12,9,3,0.25
Incredible_traffic_Sound_in__0005431,181.2,16,12,4,0.25
Incredible_traffic_Sound_in__0005446,181.7,16,12,4,0.25
Incredible_traffic_Sound_in__0006001,200.2,20,15,5,0.25
Incredible_traffic_Sound_in__0007081,236.3,24,18,6,0.25
Incredible_traffic_Sound_in__0007246,241.8,16,12,4,0.25
Incredible_traffic_Sound_in__0007306,243.8,12,9,3,0.25
Incredible_traffic_Sound_in__0007336,244.8,8,6,2,0.25
Incredible_traffic_Sound_in__0007576,252.8,20,15,5,0.25
Incredible_traffic_Sound_in__0008251,275.3,16,12,4,0.25
Incredible_traffic_Sound_in__0008656,288.8,16,12,4,0.25
Incredible_traffic_Sound_in__0009001,300.3,16,12,4,0.25
Incredible_traffic_Sound_in__0009571,319.4,8,6,2,0.25
Incredible_traffic_Sound_in__0010531,351.4,24,18,6,0.25
Incredible_traffic_Sound_in__0011776,392.9,24,18,6,0.25
Incredible_traffic_Sound_in__0012046,401.9,16,12,4,0.25
Incredible_traffic_Sound_in__0012151,405.4,16,12,4,0.25
Incredible_traffic_Sound_in__0012421,414.4,16,12,4,0.25
Incredible_traffic_Sound_in__0013741,458.5,16,12,4,0.25
Incredible_traffic_Sound_in__0014401,480.5,28,21,7,0.25
Incredible_traffic_Sound_in__0014656,489.0,12,9,3,0.25
Incredible_traffic_Sound_in__0014971,499.5,16,12,4,0.25
Incredible_traffic_Sound_in__0015181,506.5,20,15,5,0.25
Incredible_traffic_Sound_in__0015661,522.6,16,12,4,0.25
Incredible_traffic_Sound_in__0015691,523.6,16,12,4,0.25
Incredible_traffic_Sound_in__0016111,537.6,16,12,4,0.25
Incredible_traffic_Sound_in__0016351,545.6,12,9,3,0.25
Incredible_traffic_Sound_in__0016456,549.1,12,9,3,0.25
Incredible_traffic_Sound_in__0016546,552.1,12,9,3,0.25
Incredible_traffic_Sound_in__0016636,555.1,6,8,2,0.25
Incredible_traffic_Sound_in__0016651,555.6,4,3,1,0.25
Incredible_traffic_Sound_in__0017071,569.6,9,12,3,0.25
Incredible_traffic_Sound_in__0017176,573.1,16,12,4,0.25
Incredible_traffic_Sound_in__0017251,575.6,12,9,3,0.25
Incredible_traffic_Sound_in__0017476,583.1,16,12,4,0.25
Incredible_traffic_Sound_in__0017851,595.6,3,4,1,0.25
Incredible_traffic_Sound_in__0017866,596.1,3,4,1,0.25
Incredible_traffic_Sound_in__0018091,603.6,16,12,4,0.25
Incredible_traffic_Sound_in__0018151,605.6,8,6,2,0.25
Incredible_traffic_Sound_in__0018511,617.7,12,9,3,0.25
Incredible_traffic_Sound_in__0018541,618.7,16,12,4,0.25
Incredible_traffic_Sound_in__0019036,635.2,12,9,3,0.25
Incredible_traffic_Sound_in__0019051,635.7,16,12,4,0.25
Incredible_traffic_Sound_in__0019231,641.7,20,15,5,0.25
Incredible_traffic_Sound_in__0020206,674.2,12,9,3,0.25
Incredible_traffic_Sound_in__0020626,688.2,16,12,4,0.25
Incredible_traffic_Sound_in__0021436,715.2,20,15,5,0.25
Incredible_traffic_Sound_in__0022066,736.3,24,18,6,0.25
Incredible_traffic_Sound_in__0023356,779.3,16,12,4,0.25
Incredible_traffic_Sound_in__0023566,786.3,12,9,3,0.25
Incredible_traffic_Sound_in__0023731,791.8,16,12,4,0.25
Incredible_traffic_Sound_in__0023851,795.8,12,9,3,0.25
Incredible_traffic_Sound_in__0023866,796.3,12,9,3,0.25
Incredible_traffic_Sound_in__0024256,809.3,12,9,3,0.25
Incredible_traffic_Sound_in__0025426,848.4,16,12,4,0.25
Incredible_traffic_Sound_in__0025801,860.9,12,9,3,0.25
Incredible_traffic_Sound_in__0026341,878.9,20,15,5,0.25
Incredible_traffic_Sound_in__0026656,889.4,12,9,3,0.25
Incredible_traffic_Sound_in__0026971,899.9,16,12,4,0.25
Incredible_traffic_Sound_in__0027031,901.9,9,12,3,0.25
Incredible_traffic_Sound_in__0027631,922.0,20,15,5,0.25
Incredible_traffic_Sound_in__0027751,926.0,12,9,3,0.25
Incredible_traffic_Sound_in__0028216,941.5,16,12,4,0.25
Incredible_traffic_Sound_in__0028546,952.5,12,9,3,0.25
Incredible_traffic_Sound_in__0028966,966.5,16,12,4,0.25
Incredible_traffic_Sound_in__0028981,967.0,16,12,4,0.25
Incredible_traffic_Sound_in__0029701,991.0,8,6,2,0.25
Incredible_traffic_Sound_in__0029776,993.5,8,6,2,0.25
Incredible_traffic_Sound_in__0029791,994.0,8,6,2,0.25
Incredible_traffic_Sound_in__0030331,1012.0,16,12,4,0.25
Incredible_traffic_Sound_in__0030571,1020.1,16,12,4,0.25
Incredible_traffic_Sound_in__0030676,1023.6,8,6,2,0.25
Incredible_traffic_Sound_in__0030796,1027.6,12,9,3,0.25
Incredible_traffic_Sound_in__0031216,1041.6,12,9,3,0.25
Incredible_traffic_Sound_in__0031366,1046.6,16,12,4,0.25
Incredible_traffic_Sound_in__0031591,1054.1,16,12,4,0.25
Incredible_traffic_Sound_in__0032656,1089.6,16,12,4,0.25
Incredible_traffic_Sound_in__0032941,1099.1,12,9,3,0.25
Incredible_traffic_Sound_in__0033316,1111.6,8,6,2,0.25
Incredible_traffic_Sound_in__0033406,1114.6,6,8,2,0.25
Incredible_traffic_Sound_in__0033901,1131.2,12,9,3,0.25
Incredible_traffic_Sound_in__0033931,1132.2,12,9,3,0.25
Incredible_traffic_Sound_in__0034051,1136.2,12,9,3,0.25
Incredible_traffic_Sound_in__0034156,1139.7,6,8,2,0.25
Incredible_traffic_Sound_in__0034861,1163.2,12,9,3,0.25
Incredible_traffic_Sound_in__0034921,1165.2,8,6,2,0.25
Incredible_traffic_Sound_in__0035101,1171.2,12,9,3,0.25
Incredible_traffic_Sound_in__0035281,1177.2,16,12,4,0.25
Incredible_traffic_Sound_in__0035491,1184.2,6,8,2,0.25
Incredible_traffic_Sound_in__0011566,385.9,29,22,7,0.2414
Incredible_traffic_Sound_in__0002026,67.6,25,19,6,0.24
Incredible_traffic_Sound_in__0003046,101.6,25,19,6,0.24
Incredible_traffic_Sound_in__0007996,266.8,25,19,6,0.24
Incredible_traffic_Sound_in__0011581,386.4,25,19,6,0.24
Incredible_traffic_Sound_in__0002896,96.6,21,16,5,0.2381
Incredible_traffic_Sound_in__0005926,197.7,21,16,5,0.2381
Incredible_traffic_Sound_in__0006526,217.8,21,16,5,0.2381
Incredible_traffic_Sound_in__0006691,223.3,21,16,5,0.2381
Incredible_traffic_Sound_in__0011116,370.9,21,16,5,0.2381
Incredible_traffic_Sound_in__0011266,375.9,21,16,5,0.2381
Incredible_traffic_Sound_in__0013651,455.5,21,16,5,0.2381
Incredible_traffic_Sound_in__0019816,661.2,21,16,5,0.2381
Incredible_traffic_Sound_in__0021286,710.2,21,16,5,0.2381
Incredible_traffic_Sound_in__0021316,711.2,21,16,5,0.2381
Incredible_traffic_Sound_in__0021406,714.2,21,16,5,0.2381
Incredible_traffic_Sound_in__0025066,836.4,21,16,5,0.2381
Incredible_traffic_Sound_in__0026281,876.9,21,16,5,0.2381
Incredible_traffic_Sound_in__0028261,943.0,21,16,5,0.2381
Incredible_traffic_Sound_in__0028636,955.5,21,16,5,0.2381
Incredible_traffic_Sound_in__0030271,1010.0,21,16,5,0.2381
Incredible_traffic_Sound_in__0031441,1049.1,21,16,5,0.2381
Incredible_traffic_Sound_in__0001126,37.6,17,13,4,0.2353
Incredible_traffic_Sound_in__0005401,180.2,17,13,4,0.2353
Incredible_traffic_Sound_in__0009361,312.3,17,13,4,0.2353
Incredible_traffic_Sound_in__0009376,312.8,17,13,4,0.2353
Incredible_traffic_Sound_in__0009421,314.3,17,13,4,0.2353
Incredible_traffic_Sound_in__0009946,331.9,17,13,4,0.2353
Incredible_traffic_Sound_in__0010981,366.4,17,13,4,0.2353
Incredible_traffic_Sound_in__0012196,406.9,17,13,4,0.2353
Incredible_traffic_Sound_in__0013441,448.5,17,13,4,0.2353
Incredible_traffic_Sound_in__0013966,466.0,17,13,4,0.2353
Incredible_traffic_Sound_in__0015571,519.6,17,13,4,0.2353
Incredible_traffic_Sound_in__0017086,570.1,17,13,4,0.2353
Incredible_traffic_Sound_in__0018826,628.2,17,13,4,0.2353
Incredible_traffic_Sound_in__0018931,631.7,17,13,4,0.2353
Incredible_traffic_Sound_in__0021706,724.3,17,13,4,0.2353
Incredible_traffic_Sound_in__0023221,774.8,13,17,4,0.2353
Incredible_traffic_Sound_in__0024196,807.3,17,13,4,0.2353
Incredible_traffic_Sound_in__0024466,816.3,17,13,4,0.2353
Incredible_traffic_Sound_in__0024481,816.8,17,13,4,0.2353
Incredible_traffic_Sound_in__0024631,821.9,17,13,4,0.2353
Incredible_traffic_Sound_in__0026206,874.4,17,13,4,0.2353
Incredible_traffic_Sound_in__0028201,941.0,17,13,4,0.2353
Incredible_traffic_Sound_in__0028681,957.0,17,13,4,0.2353
Incredible_traffic_Sound_in__0031336,1045.6,17,13,4,0.2353
Incredible_traffic_Sound_in__0031621,1055.1,17,13,4,0.2353
Incredible_traffic_Sound_in__0032461,1083.1,17,13,4,0.2353
Incredible_traffic_Sound_in__0032521,1085.1,17,13,4,0.2353
Incredible_traffic_Sound_in__0032626,1088.6,17,13,4,0.2353
Incredible_traffic_Sound_in__0034606,1154.7,17,13,4,0.2353
Incredible_traffic_Sound_in__0035941,1199.2,17,13,4,0.2353
Incredible_traffic_Sound_in__0011551,385.4,30,23,7,0.2333
Incredible_traffic_Sound_in__0000526,17.6,13,10,3,0.2308
Incredible_traffic_Sound_in__0001921,64.1,26,20,6,0.2308
Incredible_traffic_Sound_in__0003076,102.6,26,20,6,0.2308
Incredible_traffic_Sound_in__0003481,116.1,13,10,3,0.2308
Incredible_traffic_Sound_in__0004471,149.2,13,10,3,0.2308
Incredible_traffic_Sound_in__0004636,154.7,13,10,3,0.2308
Incredible_traffic_Sound_in__0004936,164.7,13,10,3,0.2308
Incredible_traffic_Sound_in__0005101,170.2,13,10,3,0.2308
Incredible_traffic_Sound_in__0005701,190.2,13,10,3,0.2308
Incredible_traffic_Sound_in__0007006,233.8,26,20,6,0.2308
Incredible_traffic_Sound_in__0007291,243.3,13,10,3,0.2308
Incredible_traffic_Sound_in__0008161,272.3,26,20,6,0.2308
Incredible_traffic_Sound_in__0009241,308.3,13,10,3,0.2308
Incredible_traffic_Sound_in__0010396,346.9,13,10,3,0.2308
Incredible_traffic_Sound_in__0010411,347.4,13,10,3,0.2308
Incredible_traffic_Sound_in__0014956,499.0,13,10,3,0.2308
Incredible_traffic_Sound_in__0015511,517.6,13,10,3,0.2308
Incredible_traffic_Sound_in__0018466,616.1,13,10,3,0.2308
Incredible_traffic_Sound_in__0020986,700.2,13,10,3,0.2308
Incredible_traffic_Sound_in__0025051,835.9,26,20,6,0.2308
Incredible_traffic_Sound_in__0025216,841.4,26,20,6,0.2308
Incredible_traffic_Sound_in__0025501,850.9,13,10,3,0.2308
Incredible_traffic_Sound_in__0027571,920.0,10,13,3,0.2308
Incredible_traffic_Sound_in__0028426,948.5,13,10,3,0.2308
Incredible_traffic_Sound_in__0029341,979.0,13,10,3,0.2308
Incredible_traffic_Sound_in__0030616,1021.6,13,10,3,0.2308
Incredible_traffic_Sound_in__0031666,1056.6,13,10,3,0.2308
Incredible_traffic_Sound_in__0035206,1174.7,13,10,3,0.2308
Incredible_traffic_Sound_in__0035581,1187.2,13,10,3,0.2308
Incredible_traffic_Sound_in__0035596,1187.7,13,10,3,0.2308
Incredible_traffic_Sound_in__0014281,476.5,35,27,8,0.2286
Incredible_traffic_Sound_in__0007966,265.8,22,17,5,0.2273
Incredible_traffic_Sound_in__0008041,268.3,22,17,5,0.2273
Incredible_traffic_Sound_in__0022111,737.8,22,17,5,0.2273
Incredible_traffic_Sound_in__0022141,738.8,22,17,5,0.2273
Incredible_traffic_Sound_in__0022516,751.3,22,17,5,0.2273
Incredible_traffic_Sound_in__0025006,834.4,22,17,5,0.2273
Incredible_traffic_Sound_in__0026296,877.4,22,17,5,0.2273
Incredible_traffic_Sound_in__0030166,1006.5,22,17,5,0.2273
Incredible_traffic_Sound_in__0001351,45.1,14,18,4,0.2222
Incredible_traffic_Sound_in__0001366,45.6,14,18,4,0.2222
Incredible_traffic_Sound_in__0001756,58.6,27,21,6,0.2222
Incredible_traffic_Sound_in__0001771,59.1,27,21,6,0.2222
Incredible_traffic_Sound_in__0004711,157.2,9,7,2,0.2222
Incredible_traffic_Sound_in__0005251,175.2,14,18,4,0.2222
Incredible_traffic_Sound_in__0005281,176.2,18,14,4,0.2222
Incredible_traffic_Sound_in__0005671,189.2,7,9,2,0.2222
Incredible_traffic_Sound_in__0008941,298.3,18,14,4,0.2222
Incredible_traffic_Sound_in__0008986,299.8,18,14,4,0.2222
Incredible_traffic_Sound_in__0009646,321.9,7,9,2,0.2222
Incredible_traffic_Sound_in__0010111,337.4,9,7,2,0.2222
Incredible_traffic_Sound_in__0010696,356.9,18,14,4,0.2222
Incredible_traffic_Sound_in__0012361,412.4,18,14,4,0.2222
Incredible_traffic_Sound_in__0012976,433.0,9,7,2,0.2222
Incredible_traffic_Sound_in__0013006,434.0,7,9,2,0.2222
Incredible_traffic_Sound_in__0013081,436.5,7,9,2,0.2222
Incredible_traffic_Sound_in__0013636,455.0,18,14,4,0.2222
Incredible_traffic_Sound_in__0013861,462.5,9,7,2,0.2222
Incredible_traffic_Sound_in__0013951,465.5,18,14,4,0.2222
Incredible_traffic_Sound_in__0013981,466.5,18,14,4,0.2222
Incredible_traffic_Sound_in__0016576,553.1,7,9,2,0.2222
Incredible_traffic_Sound_in__0018751,625.7,18,14,4,0.2222
Incredible_traffic_Sound_in__0018886,630.2,18,14,4,0.2222
Incredible_traffic_Sound_in__0019861,662.7,18,14,4,0.2222
Incredible_traffic_Sound_in__0020266,676.2,18,14,4,0.2222
Incredible_traffic_Sound_in__0021586,720.3,14,18,4,0.2222
Incredible_traffic_Sound_in__0022036,735.3,18,14,4,0.2222
Incredible_traffic_Sound_in__0022606,754.3,18,14,4,0.2222
Incredible_traffic_Sound_in__0022951,765.8,18,14,4,0.2222
Incredible_traffic_Sound_in__0025381,846.9,18,14,4,0.2222
Incredible_traffic_Sound_in__0025651,855.9,18,14,4,0.2222
Incredible_traffic_Sound_in__0027796,927.5,9,7,2,0.2222
Incredible_traffic_Sound_in__0029416,981.5,18,14,4,0.2222
Incredible_traffic_Sound_in__0030856,1029.6,9,7,2,0.2222
Incredible_traffic_Sound_in__0031696,1057.6,9,7,2,0.2222
Incredible_traffic_Sound_in__0033886,1130.7,9,7,2,0.2222
Incredible_traffic_Sound_in__0034891,1164.2,9,7,2,0.2222
Incredible_traffic_Sound_in__0035116,1171.7,9,7,2,0.2222
Incredible_traffic_Sound_in__0014311,477.5,32,25,7,0.2188
Incredible_traffic_Sound_in__0008011,267.3,23,18,5,0.2174
Incredible_traffic_Sound_in__0014101,470.5,23,18,5,0.2174
Incredible_traffic_Sound_in__0017401,580.6,23,18,5,0.2174
Incredible_traffic_Sound_in__0021271,709.7,23,18,5,0.2174
Incredible_traffic_Sound_in__0021901,730.8,23,18,5,0.2174
Incredible_traffic_Sound_in__0022231,741.8,23,18,5,0.2174
Incredible_traffic_Sound_in__0024721,824.9,23,18,5,0.2174
Incredible_traffic_Sound_in__0000691,23.1,14,11,3,0.2143
Incredible_traffic_Sound_in__0000721,24.1,14,11,3,0.2143
Incredible_traffic_Sound_in__0001186,39.6,14,11,3,0.2143
Incredible_traffic_Sound_in__0001486,49.6,14,11,3,0.2143
Incredible_traffic_Sound_in__0003751,125.2,11,14,3,0.2143
Incredible_traffic_Sound_in__0003901,130.2,11,14,3,0.2143
Incredible_traffic_Sound_in__0005236,174.7,11,14,3,0.2143
Incredible_traffic_Sound_in__0005356,178.7,14,11,3,0.2143
Incredible_traffic_Sound_in__0005566,185.7,14,11,3,0.2143
Incredible_traffic_Sound_in__0006376,212.7,14,11,3,0.2143
Incredible_traffic_Sound_in__0006841,228.3,14,11,3,0.2143
Incredible_traffic_Sound_in__0008716,290.8,14,11,3,0.2143
Incredible_traffic_Sound_in__0010876,362.9,14,11,3,0.2143
Incredible_traffic_Sound_in__0012811,427.5,11,14,3,0.2143
Incredible_traffic_Sound_in__0013906,464.0,14,11,3,0.2143
Incredible_traffic_Sound_in__0014671,489.5,14,11,3,0.2143
Incredible_traffic_Sound_in__0016906,564.1,14,11,3,0.2143
Incredible_traffic_Sound_in__0018556,619.2,14,11,3,0.2143
Incredible_traffic_Sound_in__0020221,674.7,14,11,3,0.2143
Incredible_traffic_Sound_in__0022321,744.8,14,11,3,0.2143
Incredible_traffic_Sound_in__0024031,801.8,14,11,3,0.2143
Incredible_traffic_Sound_in__0024301,810.8,14,11,3,0.2143
Incredible_traffic_Sound_in__0025741,858.9,14,11,3,0.2143
Incredible_traffic_Sound_in__0025996,867.4,14,11,3,0.2143
Incredible_traffic_Sound_in__0026926,898.4,14,11,3,0.2143
Incredible_traffic_Sound_in__0027736,925.5,14,11,3,0.2143
Incredible_traffic_Sound_in__0028381,947.0,14,11,3,0.2143
Incredible_traffic_Sound_in__0031036,1035.6,14,11,3,0.2143
Incredible_traffic_Sound_in__0031096,1037.6,14,11,3,0.2143
Incredible_traffic_Sound_in__0031966,1066.6,14,11,3,0.2143
Incredible_traffic_Sound_in__0032911,1098.1,14,11,3,0.2143
Incredible_traffic_Sound_in__0034336,1145.7,11,14,3,0.2143
Incredible_traffic_Sound_in__0034351,1146.2,14,11,3,0.2143
Incredible_traffic_Sound_in__0002911,97.1,19,15,4,0.2105
Incredible_traffic_Sound_in__0006886,229.8,19,15,4,0.2105
Incredible_traffic_Sound_in__0006916,230.8,19,15,4,0.2105
Incredible_traffic_Sound_in__0008806,293.8,19,15,4,0.2105
Incredible_traffic_Sound_in__0010516,350.9,19,15,4,0.2105
Incredible_traffic_Sound_in__0010546,351.9,19,15,4,0.2105
Incredible_traffic_Sound_in__0010726,357.9,19,15,4,0.2105
Incredible_traffic_Sound_in__0012271,409.4,19,15,4,0.2105
Incredible_traffic_Sound_in__0019126,638.2,19,15,4,0.2105
Incredible_traffic_Sound_in__0019291,643.7,19,15,4,0.2105
Incredible_traffic_Sound_in__0019381,646.7,19,15,4,0.2105
Incredible_traffic_Sound_in__0019441,648.7,15,19,4,0.2105
Incredible_traffic_Sound_in__0019786,660.2,19,15,4,0.2105
Incredible_traffic_Sound_in__0020566,686.2,19,15,4,0.2105
Incredible_traffic_Sound_in__0027676,923.5,19,15,4,0.2105
Incredible_traffic_Sound_in__0031471,1050.1,19,15,4,0.2105
Incredible_traffic_Sound_in__0031651,1056.1,19,15,4,0.2105
Incredible_traffic_Sound_in__0002011,67.1,24,19,5,0.2083
Incredible_traffic_Sound_in__0003106,103.6,24,19,5,0.2083
Incredible_traffic_Sound_in__0006406,213.7,24,19,5,0.2083
Incredible_traffic_Sound_in__0006511,217.3,24,19,5,0.2083
Incredible_traffic_Sound_in__0008746,291.8,24,19,5,0.2083
Incredible_traffic_Sound_in__0027346,912.4,24,19,5,0.2083
Incredible_traffic_Sound_in__0011881,396.4,29,23,6,0.2069
Incredible_traffic_Sound_in__0001246,41.6,15,12,3,0.2
Incredible_traffic_Sound_in__0002581,86.1,12,15,3,0.2
Incredible_traffic_Sound_in__0003151,105.1,25,20,5,0.2
Incredible_traffic_Sound_in__0003256,108.6,20,16,4,0.2
Incredible_traffic_Sound_in__0003601,120.2,15,12,3,0.2
Incredible_traffic_Sound_in__0004036,134.7,10,8,2,0.2
Incredible_traffic_Sound_in__0004231,141.2,12,15,3,0.2
Incredible_traffic_Sound_in__0004411,147.2,15,12,3,0.2
Incredible_traffic_Sound_in__0005626,187.7,10,8,2,0.2
Incredible_traffic_Sound_in__0005791,193.2,20,16,4,0.2
Incredible_traffic_Sound_in__0005866,195.7,20,16,4,0.2
Incredible_traffic_Sound_in__0006316,210.7,10,8,2,0.2
Incredible_traffic_Sound_in__0007591,253.3,20,16,4,0.2
Incredible_traffic_Sound_in__0007606,253.8,20,16,4,0.2
Incredible_traffic_Sound_in__0007816,260.8,20,16,4,0.2
Incredible_traffic_Sound_in__0008281,276.3,15,12,3,0.2
Incredible_traffic_Sound_in__0008566,285.8,12,15,3,0.2
Incredible_traffic_Sound_in__0008641,288.3,15,12,3,0.2
Incredible_traffic_Sound_in__0008926,297.8,20,16,4,0.2
Incredible_traffic_Sound_in__0009106,303.8,15,12,3,0.2
Incredible_traffic_Sound_in__0009121,304.3,15,12,3,0.2
Incredible_traffic_Sound_in__0009346,311.8,15,12,3,0.2
Incredible_traffic_Sound_in__0009466,315.8,10,8,2,0.2
Incredible_traffic_Sound_in__0009631,321.4,8,10,2,0.2
Incredible_traffic_Sound_in__0009721,324.4,20,16,4,0.2
Incredible_traffic_Sound_in__0009886,329.9,20,16,4,0.2
Incredible_traffic_Sound_in__0010621,354.4,16,20,4,0.2
Incredible_traffic_Sound_in__0010771,359.4,20,16,4,0.2
Incredible_traffic_Sound_in__0010831,361.4,15,12,3,0.2
Incredible_traffic_Sound_in__0010891,363.4,15,12,3,0.2
Incredible_traffic_Sound_in__0011191,373.4,20,16,4,0.2
Incredible_traffic_Sound_in__0011731,391.4,20,16,4,0.2
Incredible_traffic_Sound_in__0012286,409.9,20,16,4,0.2
Incredible_traffic_Sound_in__0013486,450.0,20,16,4,0.2
Incredible_traffic_Sound_in__0014626,488.0,10,8,2,0.2
Incredible_traffic_Sound_in__0014641,488.5,10,8,2,0.2
Incredible_traffic_Sound_in__0014926,498.0,15,12,3,0.2
Incredible_traffic_Sound_in__0014986,500.0,15,12,3,0.2
Incredible_traffic_Sound_in__0015526,518.1,15,12,3,0.2
Incredible_traffic_Sound_in__0015766,526.1,12,15,3,0.2
Incredible_traffic_Sound_in__0015781,526.6,20,16,4,0.2
Incredible_traffic_Sound_in__0015796,527.1,20,16,4,0.2
Incredible_traffic_Sound_in__0015886,530.1,15,12,3,0.2
Incredible_traffic_Sound_in__0016006,534.1,15,12,3,0.2
Incredible_traffic_Sound_in__0016141,538.6,15,12,3,0.2
Incredible_traffic_Sound_in__0016216,541.1,15,12,3,0.2
Incredible_traffic_Sound_in__0016741,558.6,8,10,2,0.2
Incredible_traffic_Sound_in__0017146,572.1,15,12,3,0.2
Incredible_traffic_Sound_in__0017611,587.6,8,10,2,0.2
Incredible_traffic_Sound_in__0017701,590.6,10,8,2,0.2
Incredible_traffic_Sound_in__0017716,591.1,10,8,2,0.2
Incredible_traffic_Sound_in__0018121,604.6,10,8,2,0.2
Incredible_traffic_Sound_in__0018196,607.1,5,4,1,0.2
Incredible_traffic_Sound_in__0018361,612.6,8,10,2,0.2
Incredible_traffic_Sound_in__0019621,654.7,15,12,3,0.2
Incredible_traffic_Sound_in__0020296,677.2,15,12,3,0.2
Incredible_traffic_Sound_in__0021106,704.2,15,12,3,0.2
Incredible_traffic_Sound_in__0021661,722.8,20,16,4,0.2
Incredible_traffic_Sound_in__0021886,730.3,25,20,5,0.2
Incredible_traffic_Sound_in__0022546,752.3,20,16,4,0.2
Incredible_traffic_Sound_in__0022621,754.8,15,12,3,0.2
Incredible_traffic_Sound_in__0023776,793.3,10,8,2,0.2
Incredible_traffic_Sound_in__0023896,797.3,8,10,2,0.2
Incredible_traffic_Sound_in__0024091,803.8,15,12,3,0.2
Incredible_traffic_Sound_in__0024556,819.4,15,12,3,0.2
Incredible_traffic_Sound_in__0024601,820.9,15,12,3,0.2
Incredible_traffic_Sound_in__0025951,865.9,10,8,2,0.2
Incredible_traffic_Sound_in__0025966,866.4,10,8,2,0.2
Incredible_traffic_Sound_in__0026191,873.9,15,12,3,0.2
Incredible_traffic_Sound_in__0026791,893.9,10,8,2,0.2
Incredible_traffic_Sound_in__0027361,912.9,20,16,4,0.2
Incredible_traffic_Sound_in__0027706,924.5,15,12,3,0.2
Incredible_traffic_Sound_in__0027886,930.5,15,12,3,0.2
Incredible_traffic_Sound_in__0028096,937.5,15,12,3,0.2
Incredible_traffic_Sound_in__0028126,938.5,15,12,3,0.2
Incredible_traffic_Sound_in__0028606,954.5,12,15,3,0.2
Incredible_traffic_Sound_in__0028951,966.0,15,12,3,0.2
Incredible_traffic_Sound_in__0029161,973.0,15,12,3,0.2
Incredible_traffic_Sound_in__0029176,973.5,15,12,3,0.2
Incredible_traffic_Sound_in__0029356,979.5,15,12,3,0.2
Incredible_traffic_Sound_in__0029671,990.0,10,8,2,0.2
Incredible_traffic_Sound_in__0029971,1000.0,15,12,3,0.2
Incredible_traffic_Sound_in__0030946,1032.6,15,12,3,0.2
Incredible_traffic_Sound_in__0031396,1047.6,15,12,3,0.2
Incredible_traffic_Sound_in__0031486,1050.6,20,16,4,0.2
Incredible_traffic_Sound_in__0032266,1076.6,15,12,3,0.2
Incredible_traffic_Sound_in__0032356,1079.6,15,12,3,0.2
Incredible_traffic_Sound_in__0032671,1090.1,15,12,3,0.2
Incredible_traffic_Sound_in__0032986,1100.6,15,12,3,0.2
Incredible_traffic_Sound_in__0033076,1103.6,10,8,2,0.2
Incredible_traffic_Sound_in__0033481,1117.1,15,12,3,0.2
Incredible_traffic_Sound_in__0033646,1122.7,12,15,3,0.2
Incredible_traffic_Sound_in__0033766,1126.7,8,10,2,0.2
Incredible_traffic_Sound_in__0033796,1127.7,10,8,2,0.2
Incredible_traffic_Sound_in__0035311,1178.2,15,12,3,0.2
Incredible_traffic_Sound_in__0035401,1181.2,8,10,2,0.2
Incredible_traffic_Sound_in__0035476,1183.7,10,8,2,0.2
Incredible_traffic_Sound_in__0003031,101.1,26,21,5,0.1923
Incredible_traffic_Sound_in__0003121,104.1,26,21,5,0.1923
Incredible_traffic_Sound_in__0011596,386.9,26,21,5,0.1923
Incredible_traffic_Sound_in__0020701,690.7,26,21,5,0.1923
Incredible_traffic_Sound_in__0002071,69.1,21,17,4,0.1905
Incredible_traffic_Sound_in__0002161,72.1,21,17,4,0.1905
Incredible_traffic_Sound_in__0002461,82.1,21,17,4,0.1905
Incredible_traffic_Sound_in__0002941,98.1,21,17,4,0.1905
Incredible_traffic_Sound_in__0005776,192.7,21,17,4,0.1905
Incredible_traffic_Sound_in__0005851,195.2,21,17,4,0.1905
Incredible_traffic_Sound_in__0006136,204.7,21,17,4,0.1905
Incredible_traffic_Sound_in__0007921,264.3,21,17,4,0.1905
