run,video,detector,conf,frame_index,time_s,count
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,123,615,14
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,124,620,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,125,625,14
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,126,630,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,127,635,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,128,640,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,129,645,14
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,130,650,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,131,655,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,132,660,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,133,665,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,134,670,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,135,675,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,136,680,13
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,137,685,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,138,690,16
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,139,695,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,140,700,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,141,705,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,142,710,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,143,715,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,144,720,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,145,725,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,146,730,15
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,147,735,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,148,740,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,149,745,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,150,750,14
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,151,755,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,152,760,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,153,765,19
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,154,770,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,155,775,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,156,780,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,157,785,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,158,790,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,159,795,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,160,800,15
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,161,805,14
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,162,810,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,163,815,16
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,164,820,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,165,825,19
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,166,830,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,167,835,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,168,840,13
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,169,845,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,170,850,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,171,855,14
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,172,860,14
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,173,865,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,174,870,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,175,875,16
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,176,880,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,177,885,2
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,178,890,3
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,179,895,3
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,180,900,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,181,905,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,182,910,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,183,915,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,184,920,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,185,925,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,186,930,15
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,187,935,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,188,940,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,189,945,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,190,950,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,191,955,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,192,960,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,193,965,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,194,970,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,195,975,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,196,980,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,197,985,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,198,990,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,199,995,2
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,200,1000,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,201,1005,15
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,202,1010,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,203,1015,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,204,1020,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,205,1025,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,206,1030,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,207,1035,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,208,1040,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,209,1045,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,210,1050,13
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,211,1055,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,212,1060,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,213,1065,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,214,1070,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,215,1075,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,216,1080,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,217,1085,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,218,1090,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,219,1095,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,220,1100,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,221,1105,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,222,1110,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,223,1115,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,224,1120,3
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,225,1125,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,226,1130,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,227,1135,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,228,1140,1
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,229,1145,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,230,1150,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,231,1155,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,232,1160,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,233,1165,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,234,1170,3
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,235,1175,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,236,1180,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,237,1185,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,238,1190,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,239,1195,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,240,1200,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,241,1205,4
