run,video,detector,conf,frame_index,time_s,count
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,229,1145,11
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,230,1150,14
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,231,1155,8
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,232,1160,8
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,233,1165,6
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,234,1170,9
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,235,1175,13
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,236,1180,10
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,237,1185,8
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,238,1190,10
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,239,1195,8
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,240,1200,14
"Incredible traffic Sound in Dhaka, Bangl|s14_yolov8s_joint_best","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",s14_yolov8s_joint_best.pt,0.45,241,1205,3
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,0,0,0
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,1,5,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,2,10,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,3,15,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,4,20,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,5,25,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,6,30,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,7,35,5
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,8,40,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,9,45,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,10,50,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,11,55,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,12,60,13
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,13,65,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,14,70,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,15,75,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,16,80,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,17,85,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,18,90,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,19,95,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,20,100,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,21,105,14
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,22,110,13
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,23,115,15
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,24,120,3
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,25,125,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,26,130,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,27,135,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,28,140,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,29,145,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,30,150,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,31,155,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,32,160,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,33,165,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,34,170,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,35,175,14
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,36,180,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,37,185,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,38,190,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,39,195,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,40,200,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,41,205,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,42,210,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,43,215,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,44,220,13
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,45,225,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,46,230,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,47,235,13
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,48,240,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,49,245,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,50,250,13
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,51,255,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,52,260,16
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,53,265,14
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,54,270,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,55,275,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,56,280,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,57,285,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,58,290,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,59,295,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,60,300,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,61,305,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,62,310,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,63,315,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,64,320,4
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,65,325,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,66,330,19
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,67,335,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,68,340,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,69,345,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,70,350,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,71,355,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,72,360,13
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,73,365,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,74,370,14
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,75,375,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,76,380,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,77,385,14
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,78,390,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,79,395,13
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,80,400,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,81,405,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,82,410,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,83,415,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,84,420,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,85,425,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,86,430,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,87,435,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,88,440,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,89,445,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,90,450,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,91,455,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,92,460,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,93,465,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,94,470,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,95,475,15
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,96,480,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,97,485,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,98,490,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,99,495,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,100,500,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,101,505,17
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,102,510,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,103,515,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,104,520,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,105,525,9
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,106,530,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,107,535,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,108,540,3
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,109,545,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,110,550,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,111,555,1
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,112,560,6
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,113,565,10
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,114,570,12
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,115,575,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,116,580,18
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,117,585,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,118,590,8
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,119,595,0
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,120,600,11
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,121,605,7
"Incredible traffic Sound in Dhaka, Bangl|yolov8n","Incredible traffic Sound in Dhaka, Bangladesh। Rampura  [4K ASMR] #TheSoundofDhaka.mp4",yolov8n.pt,0.25,122,610,6
